,target,target_mean,date,is_overfitted,roc_auc_train,roc_auc_test,roc_auc_val,accuracy_train,accuracy_test,accuracy_val,recall_train,recall_test,recall_val,precision_train,precision_test,precision_val,f1_score_train,f1_score_test,f1_score_val,model
0,em_acount,0.9029586759281544,2022-04-18 19:21:05.434710,True,0.9370890877498392,0.9198564865511376,0.8269573529873809,0.9462388536925804,0.9428111663051844,0.3965856460265669,0.9874553012781024,0.9860839919417326,0.8691468253968254,0.9545708197101972,0.9522754822585714,0.0824968455149814,0.9707346427333632,0.9688848961941668,0.1506905863533944,"Pipeline(steps=[('transform', StandardScaler()),
                ('model',
                 XGBClassifier(base_score=0.5, booster='gbtree',
                               colsample_bylevel=1, colsample_bynode=1,
                               colsample_bytree=1, enable_categorical=False,
                               eval_metric='mlogloss', gamma=0, gpu_id=-1,
                               importance_type=None, interaction_constraints='',
                               learning_rate=0.15, max_delta_step=0,
                               max_depth=8, min_child_weight=7, missing=nan,
                               monotone_constraints='()', n_estimators=100,
                               n_jobs=12, num_parallel_tree=1, predictor='auto',
                               random_state=42, reg_alpha=0, reg_lambda=1,
                               scale_pos_weight=1, subsample=1,
                               tree_method='exact', use_label_encoder=False,
                               validate_parameters=1, verbosity=None))])"
1,em_acount,0.9029586759281544,2022-04-18 19:28:11.646760,True,0.9370890877498392,0.9198564865511376,0.8269573529873809,0.9462388536925804,0.9428111663051844,0.3965856460265669,0.9874553012781024,0.9860839919417326,0.8691468253968254,0.9545708197101972,0.9522754822585714,0.0824968455149814,0.9707346427333632,0.9688848961941668,0.1506905863533944,"Pipeline(steps=[('transform', StandardScaler()),
                ('model',
                 XGBClassifier(base_score=0.5, booster='gbtree',
                               colsample_bylevel=1, colsample_bynode=1,
                               colsample_bytree=1, enable_categorical=False,
                               eval_metric='mlogloss', gamma=0, gpu_id=-1,
                               importance_type=None, interaction_constraints='',
                               learning_rate=0.15, max_delta_step=0,
                               max_depth=8, min_child_weight=7, missing=nan,
                               monotone_constraints='()', n_estimators=100,
                               n_jobs=12, num_parallel_tree=1, predictor='auto',
                               random_state=42, reg_alpha=0, reg_lambda=1,
                               scale_pos_weight=1, subsample=1,
                               tree_method='exact', use_label_encoder=False,
                               validate_parameters=1, verbosity=None))])"
2,em_acount,0.9029586759281544,2022-04-18 19:42:19.484523,True,0.9349081978213136,0.918899673988982,0.821716250591949,0.9458610424093166,0.9422234660323237,0.4038322884970243,0.9871918548565184,0.985495118549512,0.86875,0.9544162318666872,0.952191294713043,0.0833968229781722,0.9705274063127264,0.968557003282134,0.1521844913280734,"Pipeline(steps=[('model',
                 XGBClassifier(base_score=0.5, booster='gbtree',
                               colsample_bylevel=1, colsample_bynode=1,
                               colsample_bytree=1, enable_categorical=False,
                               eval_metric='mlogloss', gamma=0, gpu_id=-1,
                               importance_type=None, interaction_constraints='',
                               learning_rate=0.3, max_delta_step=0, max_depth=6,
                               min_child_weight=1, missing=nan,
                               monotone_constraints='()', n_estimators=100,
                               n_jobs=12, num_parallel_tree=1, predictor='auto',
                               random_state=42, reg_alpha=0, reg_lambda=1,
                               scale_pos_weight=1, subsample=1,
                               tree_method='exact', use_label_encoder=False,
                               validate_parameters=1, verbosity=None))])"
3,em_acount,0.9029586759281544,2022-04-18 19:48:39.551950,True,0.9349081978213136,0.918899673988982,0.821716250591949,0.9458610424093166,0.9422234660323237,0.4038322884970243,0.9871918548565184,0.985495118549512,0.86875,0.9544162318666872,0.952191294713043,0.0833968229781722,0.9705274063127264,0.968557003282134,0.1521844913280734,"Pipeline(steps=[('model',
                 XGBClassifier(base_score=0.5, booster='gbtree',
                               colsample_bylevel=1, colsample_bynode=1,
                               colsample_bytree=1, enable_categorical=False,
                               eval_metric='mlogloss', gamma=0, gpu_id=-1,
                               importance_type=None, interaction_constraints='',
                               learning_rate=0.3, max_delta_step=0, max_depth=6,
                               min_child_weight=1, missing=nan,
                               monotone_constraints='()', n_estimators=100,
                               n_jobs=12, num_parallel_tree=1, predictor='auto',
                               random_state=42, reg_alpha=0, reg_lambda=1,
                               scale_pos_weight=1, subsample=1,
                               tree_method='exact', use_label_encoder=False,
                               validate_parameters=1, verbosity=None))])"
4,em_acount,0.9029586759281544,2022-04-18 20:23:43.724056,True,0.9576492860239132,0.9167839586803184,0.8396330954117268,0.9534417558429564,0.9411460155320788,0.3951192091016852,0.9903880798242656,0.9840384317371764,0.875297619047619,0.9593641167287138,0.9523666686663868,0.0827968694281263,0.9746292755551574,0.9679435391674162,0.1512834142075753,"Pipeline(steps=[('transform', StandardScaler()),
                ('model',
                 XGBClassifier(base_score=0.5, booster='gbtree',
                               colsample_bylevel=1, colsample_bynode=1,
                               colsample_bytree=1, enable_categorical=False,
                               eval_set=[        active_customer  region_code  gender  age  deceased  \
144238                0           41       0   22         0   
301022                0            6       1   21         0   
186174                1           40       1   23         0   
50632                 0           26       1   25         0   
215084                0           11       0   25         0   
...                 ...          ...     ...  ...       ...   
111500                1            3       0   22         0   
258070                1           35       1   41         0   
25000...
                               interaction_constraints='', learning_rate=0.05,
                               max_delta_step=0, max_depth=13,
                               min_child_weight=1, missing=nan,
                               monotone_constraints='()', n_estimators=100,
                               n_jobs=12, num_parallel_tree=1, predictor='auto',
                               random_state=42, reg_alpha=0, reg_lambda=1,
                               scale_pos_weight=1, subsample=1,
                               tree_method='exact', use_label_encoder=False,
                               validate_parameters=1, verbosity=3))])"
5,em_acount,0.9029586759281544,2022-04-18 20:38:26.636688,True,0.9576492860239132,0.9167839586803184,0.8396330954117268,0.9534417558429564,0.9411460155320788,0.3951192091016852,0.9903880798242656,0.9840384317371764,0.875297619047619,0.9593641167287138,0.9523666686663868,0.0827968694281263,0.9746292755551574,0.9679435391674162,0.1512834142075753,"Pipeline(steps=[('transform', StandardScaler()),
                ('model',
                 XGBClassifier(base_score=0.5, booster='gbtree',
                               colsample_bylevel=1, colsample_bynode=1,
                               colsample_bytree=1, enable_categorical=False,
                               eval_set=[        active_customer  region_code  gender  age  deceased  \
144238                0           41       0   22         0   
301022                0            6       1   21         0   
186174                1           40       1   23         0   
50632                 0           26       1   25         0   
215084                0           11       0   25         0   
...                 ...          ...     ...  ...       ...   
111500                1            3       0   22         0   
258070                1           35       1   41         0   
25000...
                               interaction_constraints='', learning_rate=0.05,
                               max_delta_step=0, max_depth=13,
                               min_child_weight=1, missing=nan,
                               monotone_constraints='()', n_estimators=100,
                               n_jobs=12, num_parallel_tree=1, predictor='auto',
                               random_state=42, reg_alpha=0, reg_lambda=1,
                               scale_pos_weight=1, subsample=1,
                               tree_method='exact', use_label_encoder=False,
                               validate_parameters=1, verbosity=3))])"
6,em_acount,0.9029586759281544,2022-04-18 21:05:19.893296,True,0.9434071674079916,0.9175935216105898,0.8405272696473813,0.9487471008231388,0.9419296158958932,0.3926629272525082,0.9882650116032652,0.9845808151247482,0.8779761904761905,0.9564245810055866,0.9526915579547158,0.0826963688351492,0.9720841343909516,0.9683737235177564,0.1511554424499137,"Pipeline(steps=[('transform', StandardScaler()),
                ('model',
                 XGBClassifier(base_score=0.5, booster='gbtree',
                               colsample_bylevel=1, colsample_bynode=1,
                               colsample_bytree=1, enable_categorical=False,
                               gamma=0, gpu_id=-1, importance_type=None,
                               interaction_constraints='', learning_rate=0.05,
                               max_delta_step=0, max_depth=11,
                               min_child_weight=1, min_samples_leaf=150,
                               missing=nan, monotone_constraints='()',
                               n_estimators=100, n_jobs=12, num_parallel_tree=1,
                               predictor='auto', random_state=42, reg_alpha=0,
                               reg_lambda=1, scale_pos_weight=1, subsample=1,
                               tree_method='exact', use_label_encoder=False,
                               validate_parameters=1, verbose=True, ...))])"
7,em_acount,0.9029586759281544,2022-04-18 21:36:57.529114,True,0.9506444645655806,0.91702813343581,0.8421600997543734,0.9510139685227228,0.9414958371230672,0.3960846134105656,0.9894350236520648,0.9845343251200992,0.8770833333333333,0.9577148942872356,0.9522895900472158,0.0830608793686584,0.9733165899047796,0.9681435483256504,0.151750772399588,"Pipeline(steps=[('model',
                 XGBClassifier(base_score=0.5, booster='gbtree',
                               colsample_bylevel=1, colsample_bynode=1,
                               colsample_bytree=1, enable_categorical=False,
                               gamma=0, gpu_id=-1, importance_type=None,
                               interaction_constraints='', learning_rate=0.05,
                               max_delta_step=0, max_depth=12,
                               min_child_weight=1, min_samples_leaf=150,
                               missing=nan, monotone_constraints='()',
                               n_estimators=100, n_jobs=12, num_parallel_tree=1,
                               predictor='auto', random_state=42, reg_alpha=0,
                               reg_lambda=1, scale_pos_weight=1, subsample=1,
                               tree_method='exact', use_label_encoder=False,
                               validate_parameters=1, verbosity=None))])"
8,em_acount,0.9029586759281544,2022-04-18 21:37:34.200245,True,0.9506444645655806,0.91702813343581,0.8421600997543734,0.9510139685227228,0.9414958371230672,0.3960846134105656,0.9894350236520648,0.9845343251200992,0.8770833333333333,0.9577148942872356,0.9522895900472158,0.0830608793686584,0.9733165899047796,0.9681435483256504,0.151750772399588,"Pipeline(steps=[('model',
                 XGBClassifier(base_score=0.5, booster='gbtree',
                               colsample_bylevel=1, colsample_bynode=1,
                               colsample_bytree=1, enable_categorical=False,
                               gamma=0, gpu_id=-1, importance_type=None,
                               interaction_constraints='', learning_rate=0.05,
                               max_delta_step=0, max_depth=12,
                               min_child_weight=1, min_samples_leaf=150,
                               missing=nan, monotone_constraints='()',
                               n_estimators=100, n_jobs=12, num_parallel_tree=1,
                               predictor='auto', random_state=42, reg_alpha=0,
                               reg_lambda=1, scale_pos_weight=1, subsample=1,
                               tree_method='exact', use_label_encoder=False,
                               validate_parameters=1, verbosity=None))])"
9,credit_card,0.372029773833381,2022-04-18 22:25:16.441363,True,0.9299526584485588,0.9286690924323904,0.8380406266255362,0.8765954908743886,0.8833492366412213,0.6737679358264603,0.9687349687349688,0.9583333333333334,0.9509536784741144,0.7632642748863062,0.7790515893694633,0.0048125982514686,0.8538119126686923,0.8594423684966945,0.0095767304658022,"XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
              colsample_bynode=1, colsample_bytree=1, enable_categorical=False,
              gamma=0, gpu_id=-1, importance_type=None,
              interaction_constraints='', learning_rate=0.300000012,
              max_delta_step=0, max_depth=4, min_child_weight=1,
              min_samples_leaf=200, missing=nan, monotone_constraints='()',
              n_estimators=100, n_jobs=12, num_parallel_tree=1,
              predictor='auto', random_state=42, reg_alpha=0, reg_lambda=1,
              scale_pos_weight=1, subsample=1, tree_method='exact',
              use_label_encoder=False, validate_parameters=1, verbosity=None)"
